Row ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Log_Sales
1126,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3.1921210875593813
5737,2015-01-20,2015-01-25,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,19.36,3.013572191682322
5738,2015-01-20,2015-01-25,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,19.3,3.0106208860477417
6331,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,66.58,4.213312081286144
6332,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Art,43.92,3.8048831298702424
6333,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Westland,Michigan,Central,Furniture,Furnishings,14.73,2.7555697170701863
6334,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Binders,29.7,3.4242626545931514
6330,2015-01-20,2015-01-26,Standard Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Appliances,247.716,5.5163116832795875
9156,2015-01-23,2015-01-28,Standard Class,Consumer,United States,Las Vegas,Nevada,West,Office Supplies,Paper,40.08,3.7155213850603572
8150,2015-01-26,2015-01-29,First Class,Corporate,United States,Rapid City,South Dakota,Central,Office Supplies,Binders,10.68,2.457877977400081
2584,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,12.42,2.5967461315435356
8151,2015-01-26,2015-01-29,First Class,Corporate,United States,Rapid City,South Dakota,Central,Furniture,Bookcases,141.96,4.962564870851173
2579,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,62.82,4.156066620850098
2585,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,187.98,5.24164118935448
2581,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,19.44,3.017493765335504
2582,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,16.68,2.8724340572094973
2583,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,155.35,5.05209708390385
2580,2015-01-26,2015-01-31,Standard Class,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Storage,489.92,6.196281181729308
3795,2015-01-27,2015-02-02,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,57.23,4.064400685849028
3796,2015-01-27,2015-02-02,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Tables,333.0,5.811140992976701
3797,2015-01-27,2015-02-02,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,36.44,3.622739651609391
3084,2015-01-28,2015-02-03,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,3.928,1.5949332262312186
6388,2015-01-30,2015-02-04,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Paper,10.56,2.4475508632442313
6389,2015-01-30,2015-02-04,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Storage,229.94,5.44215793652371
3366,2015-01-31,2015-02-02,First Class,Consumer,United States,Mission Viejo,California,West,Furniture,Bookcases,290.666,5.6756093119726065
541,2015-02-01,2015-02-03,First Class,Consumer,United States,Green Bay,Wisconsin,Central,Technology,Accessories,468.9,6.15251990610877
1704,2015-02-02,2015-02-06,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Fasteners,12.35,2.5915163848462583
9139,2015-02-02,2015-02-09,Standard Class,Consumer,United States,Saint Petersburg,Florida,South,Technology,Phones,180.96,5.203786882701803
9138,2015-02-02,2015-02-09,Standard Class,Consumer,United States,Saint Petersburg,Florida,South,Office Supplies,Binders,18.336,2.961968643401182
1518,2015-02-03,2015-02-06,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,83.84,4.440767129696482
1519,2015-02-03,2015-02-06,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,13.272,2.6582995758376535
1545,2015-02-04,2015-02-08,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Paper,34.24,3.562181801067979
8585,2015-02-04,2015-02-08,Second Class,Corporate,United States,Escondido,California,West,Office Supplies,Binders,17.248,2.904055484982087
1544,2015-02-04,2015-02-08,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Binders,82.896,4.429577936532104
8981,2015-02-06,2015-02-10,Second Class,Consumer,United States,Romeoville,Illinois,Central,Office Supplies,Binders,8.952,2.2977735359968237
1998,2015-02-06,2015-02-09,First Class,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Labels,15.0,2.772588722239781
1999,2015-02-06,2015-02-09,First Class,Corporate,United States,Chesapeake,Virginia,South,Technology,Phones,161.61,5.091354695837631
2000,2015-02-06,2015-02-09,First Class,Corporate,United States,Chesapeake,Virginia,South,Technology,Phones,144.95,4.983264097300124
850,2015-02-07,2015-02-12,Standard Class,Corporate,United States,Linden,New Jersey,East,Technology,Accessories,115.36,4.756688833627001
8736,2015-02-07,2015-02-10,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,64.96,4.189048497691398
9267,2015-02-08,2015-02-09,First Class,Home Office,United States,North Las Vegas,Nevada,West,Furniture,Furnishings,14.56,2.7447035187502458
5632,2015-02-11,2015-02-15,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Furniture,Tables,1256.22,7.136658213164678
9260,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Storage,64.96,4.189048497691398
9259,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Binders,51.9,3.9684033388642534
9258,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Furniture,Furnishings,332.94,5.810961336120811
5633,2015-02-11,2015-02-15,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Binders,17.46,2.9156062290747062
9256,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Labels,14.94,2.768831673362069
5631,2015-02-11,2015-02-15,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Technology,Accessories,234.45,5.461498576689563
9257,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Binders,9.64,2.3646204839134985
9255,2015-02-11,2015-02-15,Second Class,Consumer,United States,Columbia,Missouri,Central,Furniture,Chairs,60.89,4.12535861575127
457,2015-02-12,2015-02-18,Standard Class,Consumer,United States,Concord,California,West,Furniture,Chairs,129.568,4.871894163848395
9764,2015-02-14,2015-02-18,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Supplies,238.62,5.479054335211753
9762,2015-02-14,2015-02-18,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,239.97,5.484672444414411
5467,2015-02-14,2015-02-19,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,16.176,2.84351306057648
9763,2015-02-14,2015-02-18,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Appliances,81.96,4.418358563921272
7438,2015-02-15,2015-02-19,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,21.36,3.1072736482868986
1334,2015-02-16,2015-02-21,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,7.96,2.192770226986839
1333,2015-02-16,2015-02-21,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,1.08,0.7323678937132266
9516,2015-02-17,2015-02-24,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,54.208,4.011107870318301
8223,2015-02-18,2015-02-24,Standard Class,Consumer,United States,Arlington,Texas,Central,Office Supplies,Storage,12.624,2.6118329433603873
6082,2015-02-18,2015-02-18,Same Day,Consumer,United States,Lubbock,Texas,Central,Furniture,Furnishings,25.16,3.264231526588998
8504,2015-02-20,2015-02-24,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,12.96,2.6361960973342264
4521,2015-02-20,2015-02-26,Standard Class,Corporate,United States,Richmond,Indiana,Central,Technology,Accessories,62.31,4.148043294556035
4522,2015-02-20,2015-02-26,Standard Class,Corporate,United States,Richmond,Indiana,Central,Furniture,Furnishings,20.32,3.0596455992976437
2883,2015-02-21,2015-02-25,Standard Class,Consumer,United States,Woodstock,Illinois,Central,Office Supplies,Binders,8.85,2.2874714551839976
7611,2015-02-22,2015-02-24,First Class,Consumer,United States,Moreno Valley,California,West,Office Supplies,Paper,19.44,3.017493765335504
6531,2015-02-23,2015-02-27,Standard Class,Home Office,United States,El Paso,Texas,Central,Office Supplies,Binders,4.428,1.6915707419726227
6530,2015-02-23,2015-02-27,Standard Class,Home Office,United States,El Paso,Texas,Central,Office Supplies,Labels,6.936,2.0714093699825717
5513,2015-02-24,2015-03-02,Standard Class,Consumer,United States,Medford,Oregon,West,Office Supplies,Paper,22.776,3.1686766685353485
5512,2015-02-24,2015-03-02,Standard Class,Consumer,United States,Medford,Oregon,West,Office Supplies,Paper,32.896,3.523297013324258
9464,2015-02-27,2015-03-03,First Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,19.456,3.0182762379888857
7950,2015-03-01,2015-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Furnishings,63.552,4.167471100546205
7948,2015-03-01,2015-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Office Supplies,Fasteners,18.84,2.987700101856727
7951,2015-03-01,2015-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Office Supplies,Storage,129.552,4.871771614828633
5714,2015-03-01,2015-03-05,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,5.94,1.937301774518713
8311,2015-03-01,2015-03-07,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Tables,376.509,5.933594409464488
8310,2015-03-01,2015-03-07,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,137.352,4.929801162218075
158,2015-03-01,2015-03-06,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,457.568,6.128108590405284
6549,2015-03-01,2015-03-05,Standard Class,Home Office,United States,Elmhurst,Illinois,Central,Office Supplies,Paper,17.472,2.916256072052194
7949,2015-03-01,2015-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,362.25,5.895091302450393
6548,2015-03-01,2015-03-05,Standard Class,Home Office,United States,Elmhurst,Illinois,Central,Furniture,Chairs,634.116,6.453807659374604
6059,2015-03-02,2015-03-08,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,36.4,3.6216707044204863
6058,2015-03-02,2015-03-08,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,11.36,2.514465452029545
556,2015-03-03,2015-03-07,Second Class,Consumer,United States,Wilmington,North Carolina,South,Office Supplies,Art,19.456,3.0182762379888857
7248,2015-03-03,2015-03-08,Standard Class,Corporate,United States,Columbus,Ohio,East,Furniture,Bookcases,302.45,5.7152168522818645
7349,2015-03-03,2015-03-07,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,176.772,5.180501830363517
7247,2015-03-03,2015-03-08,Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Labels,15.12,2.780060737078482
8712,2015-03-03,2015-03-07,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Tables,626.352,6.441507786613698
7249,2015-03-03,2015-03-08,Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Storage,44.672,3.821485418661958
1163,2015-03-03,2015-03-08,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,9.99,2.39698576841553
1165,2015-03-03,2015-03-08,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,25.32,3.2703291064571163
1164,2015-03-03,2015-03-08,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,125.76,4.84229553482272
1565,2015-03-04,2015-03-04,Same Day,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,354.9,5.874649792516147
4422,2015-03-04,2015-03-09,Standard Class,Consumer,United States,Margate,Florida,South,Office Supplies,Art,15.552,2.8065069404432417
8497,2015-03-05,2015-03-08,Second Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Art,59.52,4.102973888920155
8499,2015-03-05,2015-03-08,Second Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Supplies,18.62,2.976549454137217
8500,2015-03-05,2015-03-08,Second Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Binders,49.632,3.9245837874730043
8501,2015-03-05,2015-03-08,Second Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Paper,97.82,4.593300013417604
8498,2015-03-05,2015-03-08,Second Class,Consumer,United States,Yonkers,New York,East,Technology,Accessories,479.97,6.175804898098298
5254,2015-03-07,2015-03-11,Second Class,Home Office,United States,Des Moines,Washington,West,Office Supplies,Binders,107.648,4.688113298801767
4964,2015-03-07,2015-03-08,First Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,242.94,5.496922293415092
9642,2015-03-07,2015-03-12,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,204.9,5.327390614033744
9643,2015-03-07,2015-03-12,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,436.704,6.081542882834553
9644,2015-03-07,2015-03-12,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,481.568,6.179121843491456
4962,2015-03-07,2015-03-08,First Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,48.712,3.9062463526506916
4963,2015-03-07,2015-03-08,First Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,17.94,2.9412760877579323
9641,2015-03-07,2015-03-12,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,20.65,3.075005454448499
2101,2015-03-10,2015-03-17,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Storage,636.408,6.4574099528928635
2102,2015-03-10,2015-03-17,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Art,83.168,4.4328148015059865
1172,2015-03-10,2015-03-14,Standard Class,Consumer,United States,Royal Oak,Michigan,Central,Office Supplies,Paper,22.38,3.1518809560439225
8300,2015-03-11,2015-03-15,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Art,7.98,2.194999882314108
1543,2015-03-11,2015-03-16,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,10.464,2.439211690525871
1542,2015-03-11,2015-03-16,Second Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,8.32,2.2321626286975
3442,2015-03-11,2015-03-14,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,108.92,4.699752828474039
7015,2015-03-11,2015-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Appliances,146.76,4.995589335890984
7016,2015-03-11,2015-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Technology,Accessories,32.96,3.5251833614431467
7017,2015-03-11,2015-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Technology,Phones,587.97,6.378375248568339
7018,2015-03-11,2015-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,14.94,2.768831673362069
4677,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Logan,Utah,West,Office Supplies,Binders,33.088,3.528945416197611
9406,2015-03-14,2015-03-17,First Class,Home Office,United States,Chicago,Illinois,Central,Technology,Machines,574.91,6.355951398487588
4680,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Logan,Utah,West,Office Supplies,Storage,21.36,3.1072736482868986
4679,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Logan,Utah,West,Technology,Accessories,82.8,4.428433007488037
2841,2015-03-14,2015-03-19,Standard Class,Home Office,United States,Chesapeake,Virginia,South,Furniture,Chairs,1139.92,7.039590233468834
9515,2015-03-14,2015-03-18,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Paper,91.056,4.522397087521157
4678,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Logan,Utah,West,Office Supplies,Storage,80.98,4.406475315076191
9407,2015-03-14,2015-03-17,First Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,8.448,2.245803078895061
1892,2015-03-14,2015-03-18,Standard Class,Corporate,United States,Huntington Beach,California,West,Office Supplies,Art,3.38,1.4770487243883548
4681,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Logan,Utah,West,Office Supplies,Binders,62.048,4.143896341051349
1891,2015-03-14,2015-03-18,Standard Class,Corporate,United States,Huntington Beach,California,West,Office Supplies,Paper,10.56,2.4475508632442313
606,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Binders,43.188,3.7884532590100286
604,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,45.696,3.8436585079014898
607,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Paper,131.904,4.889627063084178
605,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Binders,7.218,2.106326870461218
603,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Storage,142.776,4.968256532887749
3453,2015-03-16,2015-03-21,Second Class,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,471.92,6.158926240994913
7432,2015-03-17,2015-03-21,Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Appliances,32.67,3.516607233172983
7430,2015-03-17,2015-03-21,Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Paper,12.96,2.6361960973342264
7428,2015-03-17,2015-03-21,Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Binders,11.43,2.5201129055226197
5101,2015-03-17,2015-03-17,Same Day,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,4.448,1.6952485688472114
5102,2015-03-17,2015-03-17,Same Day,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,5.184,1.8219653112851208
5103,2015-03-17,2015-03-17,Same Day,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,15.552,2.8065069404432417
7429,2015-03-17,2015-03-21,Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Binders,30.44,3.448080967561006
8011,2015-03-17,2015-03-20,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,126.624,4.849088440998696
2358,2015-03-17,2015-03-21,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,1579.746,7.365652166491111
1346,2015-03-17,2015-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78,4.551558416539442
2359,2015-03-17,2015-03-21,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,1071.576,6.977818510762408
2360,2015-03-17,2015-03-21,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,613.908,6.42147266312036
2361,2015-03-17,2015-03-21,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,34.86,3.5796224681769866
2362,2015-03-17,2015-03-21,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,155.04,5.050112384638456
1350,2015-03-17,2015-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88,3.607669398688393
1349,2015-03-17,2015-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4,3.996364153861897
1348,2015-03-17,2015-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Art,19.68,3.0291670496402285
1347,2015-03-17,2015-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,3.874943997186725
7431,2015-03-17,2015-03-21,Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Paper,16.0,2.833213344056216
2700,2015-03-18,2015-03-23,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Art,8.016,2.199000776737475
7329,2015-03-18,2015-03-24,Standard Class,Home Office,United States,Burbank,California,West,Technology,Machines,1279.968,7.15537132110072
7328,2015-03-18,2015-03-24,Standard Class,Home Office,United States,Burbank,California,West,Furniture,Furnishings,111.0,4.718498871295094
2701,2015-03-18,2015-03-23,Standard Class,Home Office,United States,Jacksonville,Florida,South,Furniture,Furnishings,30.768,3.4584594938289506
2702,2015-03-18,2015-03-23,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Fasteners,18.936,2.992527142605043
